Date,Order_id,Product
5/1/2018,11,flour
5/1/2018,11,pork
6/1/2018,12,pork
6/1/2018,12,tortillas
6/1/2018,12,pork
6/1/2018,12,shampoo
6/1/2018,12,lunch meat
6/1/2018,12,pasta
6/1/2018,12,juice
6/1/2018,12,bagels
6/1/2018,12,bagels
6/1/2018,12,laundry detergent
6/1/2018,12,yogurt
6/1/2018,12,sugar
6/1/2018,12,waffles
6/1/2018,12,hand soap
6/1/2018,12,hand soap
6/1/2018,12,butter
6/1/2018,12,juice
6/1/2018,12,spaghetti sauce
6/1/2018,12,flour
7/1/2018,13,sugar
7/1/2018,13,fruits
7/1/2018,13,all- purpose
7/1/2018,13,aluminum foil
7/1/2018,13,laundry detergent
7/1/2018,13,individual meals
7/1/2018,13,flour
7/1/2018,13,pork
7/1/2018,13,shampoo
7/1/2018,13,sugar
7/1/2018,13,aluminum foil
7/1/2018,13,shampoo
7/1/2018,13,soap
7/1/2018,13,bagels
7/1/2018,13,toilet paper
7/1/2018,13,juice
7/1/2018,13,ice cream
7/1/2018,13,ice cream
7/1/2018,13,sandwich loaves
7/1/2018,13,soap
7/1/2018,13,sugar
7/1/2018,13,paper towels
7/1/2018,14,fruits
7/1/2018,14,dinner rolls
7/1/2018,14,individual meals
7/1/2018,14,shampoo
7/1/2018,14,ketchup
7/1/2018,14,cereals
7/1/2018,14,sandwich bags
7/1/2018,14,laundry detergent
7/1/2018,14,sandwich loaves
7/1/2018,14,cheeses
7/1/2018,15,individual meals
7/1/2018,15,ice cream
7/1/2018,15,cereals
7/1/2018,15,paper towels
7/1/2018,15,bagels
7/1/2018,15,mixes
7/1/2018,15,lunch meat
7/1/2018,15,juice
7/1/2018,15,toilet paper
7/1/2018,15,cheeses
7/1/2018,15,paper towels
7/1/2018,15,paper towels
7/1/2018,15,juice
7/1/2018,15,aluminum foil
7/1/2018,15,fruits
7/1/2018,15,butter
7/1/2018,15,sandwich loaves
7/1/2018,15,tortillas
7/1/2018,15,spaghetti sauce
7/1/2018,15,hand soap
8/1/2018,16,sugar
8/1/2018,16,sandwich bags
8/1/2018,16,flour
8/1/2018,16,juice
8/1/2018,16,milk
8/1/2018,16,paper towels
8/1/2018,16,cereals
8/1/2018,16,sandwich bags
8/1/2018,16,pasta
8/1/2018,16,soda
8/1/2018,16,dishwashing liquid/detergent
8/1/2018,16,ice cream
8/1/2018,16,soap
8/1/2018,16,cheeses
8/1/2018,16,beef
8/1/2018,16,flour
8/1/2018,16,dinner rolls
8/1/2018,17,milk
8/1/2018,17,hand soap
8/1/2018,17,pasta
8/1/2018,17,individual meals
8/1/2018,17,spaghetti sauce
8/1/2018,17,cereals
8/1/2018,17,sandwich loaves
8/1/2018,17,hand soap
8/1/2018,17,individual meals
8/1/2018,18,sandwich bags
8/1/2018,18,toilet paper
8/1/2018,18,bagels
8/1/2018,18,shampoo
8/1/2018,18,coffee/tea
9/1/2018,19,individual meals
9/1/2018,19,laundry detergent
9/1/2018,19,coffee/tea
9/1/2018,19,eggs
9/1/2018,19,aluminum foil
9/1/2018,19,beef
9/1/2018,19,juice
9/1/2018,19,flour
9/1/2018,19,sugar
9/1/2018,19,individual meals
9/1/2018,19,waffles
9/1/2018,19,bagels
9/1/2018,19,coffee/tea
9/1/2018,19,spaghetti sauce
9/1/2018,19,butter
9/1/2018,19,beef
10/1/2018,20,shampoo
10/1/2018,20,dishwashing liquid/detergent
10/1/2018,20,yogurt
10/1/2018,20,juice
10/1/2018,20,sugar
10/1/2018,20,soap
10/1/2018,20,sandwich loaves
10/1/2018,20,butter
10/1/2018,20,sandwich loaves
10/1/2018,20,coffee/tea
10/1/2018,20,ketchup
10/1/2018,20,aluminum foil
10/1/2018,20,dishwashing liquid/detergent
10/1/2018,20,mixes
10/1/2018,20,laundry detergent
10/1/2018,20,shampoo
10/1/2018,20,cheeses
10/1/2018,20,tortillas
10/1/2018,20,toilet paper
10/1/2018,20,hand soap
10/1/2018,20,paper towels
10/1/2018,20,beef
10/1/2018,20,individual meals
10/1/2018,20,toilet paper
10/1/2018,20,soda
10/1/2018,20,cheeses
10/1/2018,20,aluminum foil
10/1/2018,20,toilet paper
10/1/2018,20,soap
10/1/2018,20,poultry
10/1/2018,20,aluminum foil
11/1/2018,21,waffles
11/1/2018,21,fruits
11/1/2018,21,all- purpose
11/1/2018,21,pork
11/1/2018,21,juice
11/1/2018,21,bagels
11/1/2018,21,mixes
11/1/2018,22,cheeses
11/1/2018,22,cereals
11/1/2018,22,sugar
11/1/2018,22,bagels
11/1/2018,22,soda
11/1/2018,23,aluminum foil
11/1/2018,23,bagels
11/1/2018,23,shampoo
11/1/2018,23,shampoo
11/1/2018,23,dishwashing liquid/detergent
11/1/2018,23,cereals
11/1/2018,23,cheeses
11/1/2018,23,flour
11/1/2018,23,lunch meat
11/1/2018,23,pasta
11/1/2018,23,soda
11/1/2018,23,toilet paper
11/1/2018,23,poultry
11/1/2018,23,coffee/tea
11/1/2018,23,flour
11/1/2018,23,all- purpose
11/1/2018,23,waffles
11/1/2018,23,coffee/tea
11/1/2018,23,milk
11/1/2018,23,yogurt
11/1/2018,23,mixes
11/1/2018,23,pasta
11/1/2018,23,dishwashing liquid/detergent
11/1/2018,23,dishwashing liquid/detergent
11/1/2018,23,dishwashing liquid/detergent
11/1/2018,24,fruits
11/1/2018,24,all- purpose
11/1/2018,24,pasta
11/1/2018,24,cheeses
11/1/2018,24,juice
11/1/2018,24,sandwich bags
11/1/2018,24,sandwich loaves
11/1/2018,24,coffee/tea
11/1/2018,24,juice
11/1/2018,24,lunch meat
11/1/2018,24,spaghetti sauce
11/1/2018,24,paper towels
11/1/2018,24,hand soap
11/1/2018,24,soap
11/1/2018,24,ice cream
11/1/2018,24,individual meals
11/1/2018,24,ketchup
11/1/2018,24,butter
11/1/2018,24,poultry
11/1/2018,24,cheeses
11/1/2018,24,bagels
11/1/2018,24,all- purpose
11/1/2018,24,ketchup
11/1/2018,24,waffles
11/1/2018,24,soap
11/1/2018,25,bagels
11/1/2018,25,sugar
11/1/2018,25,pork
11/1/2018,25,sandwich loaves
11/1/2018,25,tortillas
11/1/2018,25,ice cream
11/1/2018,25,all- purpose
11/1/2018,25,yogurt
11/1/2018,25,fruits
11/1/2018,25,pasta
11/1/2018,25,lunch meat
11/1/2018,25,dishwashing liquid/detergent
11/1/2018,25,juice
12/1/2018,26,fruits
12/1/2018,26,sandwich loaves
12/1/2018,26,coffee/tea
12/1/2018,26,aluminum foil
12/1/2018,26,shampoo
12/1/2018,26,cereals
12/1/2018,26,dinner rolls
12/1/2018,26,coffee/tea
12/1/2018,26,poultry
12/1/2018,26,butter
12/1/2018,26,juice
12/1/2018,26,paper towels
12/1/2018,26,beef
12/1/2018,26,mixes
12/1/2018,26,lunch meat
12/1/2018,26,bagels
12/1/2018,26,tortillas
12/1/2018,26,aluminum foil
12/1/2018,26,individual meals
12/1/2018,26,beef
12/1/2018,26,juice
12/1/2018,26,soda
12/1/2018,26,hand soap
12/1/2018,26,dinner rolls
12/1/2018,26,flour
12/1/2018,26,poultry
12/1/2018,26,sandwich loaves
12/1/2018,26,sugar
12/1/2018,26,yogurt
13/1/2018,27,laundry detergent
13/1/2018,27,pork
13/1/2018,27,pasta
13/1/2018,27,cheeses
13/1/2018,27,fruits
13/1/2018,27,sugar
13/1/2018,27,lunch meat
13/1/2018,27,laundry detergent
13/1/2018,27,paper towels
13/1/2018,27,butter
13/1/2018,27,sandwich loaves
13/1/2018,27,ice cream
13/1/2018,27,waffles
13/1/2018,27,all- purpose
13/1/2018,27,sandwich bags
13/1/2018,27,lunch meat
13/1/2018,27,sandwich loaves
13/1/2018,27,poultry
13/1/2018,27,shampoo
13/1/2018,27,dinner rolls
13/1/2018,27,milk
13/1/2018,27,soda
13/1/2018,27,mixes
13/1/2018,28,pork
13/1/2018,28,bagels
13/1/2018,28,poultry
13/1/2018,28,pasta
13/1/2018,28,butter
13/1/2018,28,all- purpose
13/1/2018,28,pasta
13/1/2018,28,shampoo
13/1/2018,28,sugar
13/1/2018,28,ketchup
13/1/2018,28,eggs
13/1/2018,28,soda
13/1/2018,28,tortillas
13/1/2018,28,soap
13/1/2018,28,individual meals
13/1/2018,28,ketchup
13/1/2018,28,butter
13/1/2018,28,mixes
13/1/2018,28,juice
13/1/2018,28,lunch meat
13/1/2018,28,cereals
13/1/2018,28,waffles
13/1/2018,28,shampoo
13/1/2018,28,shampoo
13/1/2018,28,toilet paper
13/1/2018,28,poultry
13/1/2018,28,lunch meat
13/1/2018,29,pasta
13/1/2018,29,butter
13/1/2018,29,sandwich loaves
13/1/2018,29,spaghetti sauce
13/1/2018,29,juice
13/1/2018,29,dinner rolls
13/1/2018,29,all- purpose
13/1/2018,29,pork
13/1/2018,29,yogurt
13/1/2018,29,spaghetti sauce
14/1/2018,30,flour
14/1/2018,30,bagels
14/1/2018,30,cheeses
14/1/2018,30,sandwich loaves
14/1/2018,30,toilet paper
15/1/2018,31,aluminum foil
15/1/2018,31,eggs
15/1/2018,31,ice cream
15/1/2018,31,pasta
15/1/2018,31,juice
15/1/2018,31,waffles
15/1/2018,31,shampoo
15/1/2018,31,dinner rolls
15/1/2018,31,soda
15/1/2018,31,laundry detergent
15/1/2018,31,hand soap
15/1/2018,31,waffles
15/1/2018,31,cereals
15/1/2018,31,toilet paper
15/1/2018,31,individual meals
15/1/2018,31,yogurt
15/1/2018,31,spaghetti sauce
15/1/2018,31,ice cream
15/1/2018,31,soda
15/1/2018,31,lunch meat
15/1/2018,31,paper towels
15/1/2018,32,soap
15/1/2018,32,paper towels
15/1/2018,32,individual meals
15/1/2018,32,dinner rolls
15/1/2018,32,lunch meat
15/1/2018,32,sugar
15/1/2018,32,soap
15/1/2018,32,eggs
15/1/2018,32,beef
15/1/2018,32,yogurt
15/1/2018,32,soda
15/1/2018,32,sandwich loaves
15/1/2018,32,aluminum foil
15/1/2018,32,dinner rolls
15/1/2018,32,soap
15/1/2018,32,cheeses
15/1/2018,32,sandwich loaves
15/1/2018,32,ice cream
15/1/2018,32,ketchup
15/1/2018,33,sandwich loaves
15/1/2018,33,pork
15/1/2018,33,sandwich bags
15/1/2018,33,ketchup
15/1/2018,33,coffee/tea
15/1/2018,33,soda
15/1/2018,33,poultry
15/1/2018,33,pasta
15/1/2018,33,all- purpose
15/1/2018,33,coffee/tea
15/1/2018,33,paper towels
15/1/2018,33,individual meals
15/1/2018,33,poultry
15/1/2018,33,flour
15/1/2018,33,aluminum foil
15/1/2018,33,soap
15/1/2018,33,yogurt
15/1/2018,33,mixes
15/1/2018,33,soda
16/1/2018,34,lunch meat
16/1/2018,34,mixes
16/1/2018,34,soap
16/1/2018,34,hand soap
16/1/2018,34,tortillas
16/1/2018,34,coffee/tea
16/1/2018,34,cheeses
16/1/2018,34,tortillas
16/1/2018,34,cheeses
16/1/2018,34,ice cream
16/1/2018,34,tortillas
16/1/2018,34,beef
16/1/2018,34,yogurt
16/1/2018,34,spaghetti sauce
16/1/2018,34,soda
16/1/2018,34,eggs
16/1/2018,35,aluminum foil
16/1/2018,35,cheeses
16/1/2018,35,cereals
16/1/2018,35,mixes
16/1/2018,35,laundry detergent
16/1/2018,35,juice
16/1/2018,35,pork
16/1/2018,35,bagels
16/1/2018,35,sandwich loaves
16/1/2018,35,yogurt
16/1/2018,35,milk
16/1/2018,35,sandwich loaves
16/1/2018,35,spaghetti sauce
16/1/2018,35,cereals
16/1/2018,35,individual meals
16/1/2018,35,eggs
17/1/2018,36,soap
17/1/2018,36,lunch meat
17/1/2018,36,flour
17/1/2018,36,juice
17/1/2018,36,yogurt
17/1/2018,36,shampoo
17/1/2018,36,spaghetti sauce
17/1/2018,36,ketchup
17/1/2018,36,laundry detergent
17/1/2018,36,dinner rolls
17/1/2018,36,ketchup
17/1/2018,36,shampoo
17/1/2018,36,sugar
17/1/2018,36,flour
17/1/2018,36,sandwich bags
17/1/2018,36,paper towels
17/1/2018,36,pork
17/1/2018,36,butter
17/1/2018,36,dinner rolls
17/1/2018,36,pork
17/1/2018,36,all- purpose
17/1/2018,36,hand soap
17/1/2018,36,sandwich bags
17/1/2018,36,all- purpose
17/1/2018,37,fruits
17/1/2018,37,lunch meat
17/1/2018,37,dinner rolls
17/1/2018,37,shampoo
17/1/2018,37,hand soap
17/1/2018,37,mixes
17/1/2018,37,pasta
17/1/2018,37,sugar
17/1/2018,38,eggs
17/1/2018,38,hand soap
17/1/2018,38,dinner rolls
17/1/2018,38,hand soap
17/1/2018,38,lunch meat
17/1/2018,38,laundry detergent
17/1/2018,38,pasta
17/1/2018,38,aluminum foil
17/1/2018,38,toilet paper
17/1/2018,38,cereals
17/1/2018,38,coffee/tea
17/1/2018,38,toilet paper
17/1/2018,38,juice
17/1/2018,38,lunch meat
17/1/2018,38,soda
17/1/2018,38,pork
17/1/2018,38,fruits
17/1/2018,38,spaghetti sauce
17/1/2018,38,laundry detergent
17/1/2018,38,butter
17/1/2018,38,tortillas
17/1/2018,38,individual meals
17/1/2018,38,aluminum foil
17/1/2018,38,toilet paper
17/1/2018,38,poultry
17/1/2018,38,toilet paper
17/1/2018,38,toilet paper
18/1/2018,39,coffee/tea
18/1/2018,39,milk
18/1/2018,39,dinner rolls
18/1/2018,39,beef
18/1/2018,39,coffee/tea
18/1/2018,39,waffles
18/1/2018,39,beef
18/1/2018,39,eggs
18/1/2018,39,sandwich bags
18/1/2018,39,tortillas
18/1/2018,39,tortillas
18/1/2018,39,all- purpose
18/1/2018,39,yogurt
18/1/2018,39,cheeses
18/1/2018,39,mixes
18/1/2018,39,ketchup
18/1/2018,39,waffles
18/1/2018,39,aluminum foil
18/1/2018,39,hand soap
18/1/2018,39,hand soap
18/1/2018,39,pork
18/1/2018,39,butter
18/1/2018,40,hand soap
18/1/2018,40,sandwich bags
18/1/2018,40,poultry
18/1/2018,40,beef
18/1/2018,40,coffee/tea
18/1/2018,40,mixes
18/1/2018,40,poultry
18/1/2018,40,sandwich loaves
18/1/2018,40,shampoo
18/1/2018,40,ice cream
18/1/2018,40,poultry
18/1/2018,40,shampoo
18/1/2018,41,milk
18/1/2018,41,hand soap
18/1/2018,41,fruits
18/1/2018,41,poultry
18/1/2018,41,coffee/tea
18/1/2018,41,sugar
18/1/2018,41,tortillas
18/1/2018,41,soda
18/1/2018,41,individual meals
18/1/2018,41,tortillas
18/1/2018,41,milk
18/1/2018,41,toilet paper
18/1/2018,41,soda
18/1/2018,41,poultry
18/1/2018,41,coffee/tea
18/1/2018,41,spaghetti sauce
18/1/2018,41,cheeses
18/1/2018,41,flour
18/1/2018,41,lunch meat
18/1/2018,42,cereals
18/1/2018,42,shampoo
18/1/2018,42,waffles
18/1/2018,42,bagels
18/1/2018,42,mixes
18/1/2018,42,shampoo
18/1/2018,42,mixes
18/1/2018,42,beef
18/1/2018,42,dinner rolls
18/1/2018,42,beef
18/1/2018,42,shampoo
18/1/2018,42,aluminum foil
18/1/2018,42,individual meals
18/1/2018,42,sugar
18/1/2018,42,spaghetti sauce
18/1/2018,42,juice
18/1/2018,42,tortillas
18/1/2018,42,shampoo
18/1/2018,42,sandwich loaves
18/1/2018,42,sandwich loaves
18/1/2018,42,cheeses
18/1/2018,42,waffles
18/1/2018,42,cheeses
18/1/2018,42,individual meals
18/1/2018,42,pasta
18/1/2018,42,paper towels
18/1/2018,42,beef
18/1/2018,42,juice
18/1/2018,42,paper towels
18/1/2018,42,ice cream
18/1/2018,42,aluminum foil
19/1/2018,43,toilet paper
19/1/2018,43,butter
19/1/2018,43,ketchup
19/1/2018,43,shampoo
19/1/2018,43,juice
19/1/2018,43,mixes
19/1/2018,43,milk
19/1/2018,43,shampoo
19/1/2018,43,tortillas
19/1/2018,43,laundry detergent
19/1/2018,43,flour
19/1/2018,43,cereals
19/1/2018,43,soap
19/1/2018,43,toilet paper
19/1/2018,43,butter
19/1/2018,43,coffee/tea
19/1/2018,43,cheeses
19/1/2018,43,soap
19/1/2018,43,soap
19/1/2018,43,butter
19/1/2018,43,sandwich loaves
19/1/2018,43,milk
19/1/2018,43,cereals
19/1/2018,43,dinner rolls
19/1/2018,43,poultry
19/1/2018,43,dishwashing liquid/detergent
19/1/2018,44,butter
19/1/2018,44,hand soap
19/1/2018,44,waffles
19/1/2018,44,laundry detergent
19/1/2018,44,shampoo
19/1/2018,44,lunch meat
19/1/2018,44,cheeses
19/1/2018,44,hand soap
19/1/2018,44,cereals
19/1/2018,44,dishwashing liquid/detergent
19/1/2018,44,soda
19/1/2018,44,spaghetti sauce
19/1/2018,44,aluminum foil
19/1/2018,44,laundry detergent
19/1/2018,44,flour
19/1/2018,44,poultry
19/1/2018,44,juice
20/1/2018,45,butter
20/1/2018,45,cereals
20/1/2018,45,toilet paper
20/1/2018,45,waffles
20/1/2018,45,soda
20/1/2018,45,pork
20/1/2018,45,yogurt
20/1/2018,45,pork
20/1/2018,45,all- purpose
20/1/2018,45,toilet paper
20/1/2018,45,spaghetti sauce
20/1/2018,45,toilet paper
20/1/2018,45,laundry detergent
20/1/2018,45,coffee/tea
20/1/2018,45,all- purpose
20/1/2018,45,coffee/tea
20/1/2018,45,eggs
20/1/2018,45,pork
20/1/2018,45,eggs
20/1/2018,45,all- purpose
20/1/2018,45,soda
20/1/2018,45,beef
20/1/2018,46,hand soap
20/1/2018,46,spaghetti sauce
20/1/2018,46,sandwich bags
20/1/2018,46,ice cream
20/1/2018,46,fruits
20/1/2018,46,soap
20/1/2018,46,cheeses
20/1/2018,46,waffles
20/1/2018,46,tortillas
20/1/2018,46,sugar
20/1/2018,46,toilet paper
20/1/2018,46,ketchup
20/1/2018,46,beef
20/1/2018,46,beef
20/1/2018,46,poultry
20/1/2018,46,milk
20/1/2018,46,dinner rolls
20/1/2018,46,dinner rolls
20/1/2018,46,eggs
20/1/2018,46,soap
20/1/2018,46,paper towels
20/1/2018,46,sandwich bags
20/1/2018,46,soda
21/1/2018,47,soda
21/1/2018,47,waffles
21/1/2018,47,beef
21/1/2018,47,fruits
21/1/2018,47,sandwich loaves
21/1/2018,47,ketchup
21/1/2018,47,cheeses
21/1/2018,47,sugar
21/1/2018,47,shampoo
21/1/2018,47,butter
21/1/2018,47,laundry detergent
21/1/2018,47,poultry
21/1/2018,47,waffles
21/1/2018,47,soap
21/1/2018,47,butter
21/1/2018,47,lunch meat
21/1/2018,47,aluminum foil
21/1/2018,47,waffles
21/1/2018,47,all- purpose
21/1/2018,47,flour
21/1/2018,47,ice cream
21/1/2018,47,dishwashing liquid/detergent
21/1/2018,47,lunch meat
21/1/2018,47,dishwashing liquid/detergent
21/1/2018,47,paper towels
21/1/2018,47,all- purpose
21/1/2018,47,sugar
21/1/2018,47,shampoo
22/1/2018,48,beef
22/1/2018,48,mixes
22/1/2018,48,individual meals
22/1/2018,48,laundry detergent
22/1/2018,48,coffee/tea
22/1/2018,48,hand soap
22/1/2018,48,pasta
22/1/2018,48,individual meals
22/1/2018,48,cereals
22/1/2018,48,spaghetti sauce
22/1/2018,48,pasta
22/1/2018,48,cereals
22/1/2018,48,fruits
22/1/2018,48,flour
22/1/2018,48,soap
22/1/2018,48,individual meals
22/1/2018,48,ketchup
23/1/2018,49,laundry detergent
23/1/2018,49,aluminum foil
23/1/2018,49,sandwich bags
23/1/2018,49,all- purpose
23/1/2018,49,shampoo
23/1/2018,49,beef
23/1/2018,49,sandwich loaves
23/1/2018,49,aluminum foil
23/1/2018,49,ice cream
23/1/2018,49,fruits
23/1/2018,49,lunch meat
23/1/2018,49,all- purpose
23/1/2018,49,bagels
23/1/2018,49,sandwich loaves
23/1/2018,49,waffles
23/1/2018,49,pork
23/1/2018,50,cereals
23/1/2018,50,beef
23/1/2018,50,flour
23/1/2018,50,sugar
23/1/2018,50,beef
23/1/2018,50,eggs
23/1/2018,50,aluminum foil
23/1/2018,50,pork
23/1/2018,50,soda
23/1/2018,50,mixes
23/1/2018,50,ketchup
24/1/2018,51,sandwich bags
24/1/2018,51,sugar
24/1/2018,51,pasta
24/1/2018,51,sandwich loaves
24/1/2018,51,mixes
24/1/2018,51,butter
24/1/2018,51,pasta
24/1/2018,51,aluminum foil
24/1/2018,51,tortillas
24/1/2018,51,paper towels
24/1/2018,51,yogurt
24/1/2018,51,coffee/tea
24/1/2018,51,sandwich bags
24/1/2018,51,soda
24/1/2018,51,poultry
24/1/2018,51,aluminum foil
24/1/2018,51,tortillas
24/1/2018,51,eggs
24/1/2018,51,flour
24/1/2018,51,dishwashing liquid/detergent
24/1/2018,51,sugar
24/1/2018,51,shampoo
24/1/2018,51,aluminum foil
25/1/2018,52,hand soap
25/1/2018,52,cereals
25/1/2018,52,mixes
25/1/2018,52,cereals
25/1/2018,52,pork
25/1/2018,52,cheeses
25/1/2018,52,poultry
25/1/2018,52,all- purpose
25/1/2018,52,ketchup
25/1/2018,52,dishwashing liquid/detergent
25/1/2018,52,hand soap
25/1/2018,52,beef
25/1/2018,52,ketchup
25/1/2018,52,mixes
25/1/2018,52,ice cream
25/1/2018,52,sandwich loaves
25/1/2018,52,butter
25/1/2018,52,dinner rolls
26/1/2018,53,flour
26/1/2018,53,flour
26/1/2018,53,butter
26/1/2018,53,lunch meat
26/1/2018,53,toilet paper
26/1/2018,53,tortillas
26/1/2018,53,laundry detergent
26/1/2018,53,milk
26/1/2018,53,poultry
26/1/2018,53,laundry detergent
26/1/2018,53,milk
26/1/2018,53,soda
26/1/2018,53,butter
26/1/2018,53,spaghetti sauce
26/1/2018,53,bagels
26/1/2018,53,sugar
26/1/2018,53,fruits
26/1/2018,53,ice cream
26/1/2018,53,laundry detergent
26/1/2018,53,aluminum foil
26/1/2018,53,dinner rolls
26/1/2018,53,milk
26/1/2018,53,laundry detergent
27/1/2018,54,pasta
27/1/2018,54,butter
27/1/2018,54,waffles
